Accession,Submitters,Organization,Release_Date,Isolate,Length,Nuc_Completeness,Geo_Location,Country,Host,Isolation_Source,Collection_Date,complete_date,complete_location,date_format,wild/captive,migration pattern,notes
MN122154,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201600089,10932,partial,Netherlands: Vlijmen,Netherlands,Turdus merula,brain,2016-09-20,TRUE,,yyyy-mm-dd,,,
MN122155,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201600095,10932,partial,Netherlands: Klarenbeek,Netherlands,Turdus merula,brain,2016-09-21,TRUE,,yyyy-mm-dd,,,
MN122156,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201600098,10932,partial,Netherlands: Uden,Netherlands,Turdus merula,brain,2016-09-21,TRUE,,yyyy-mm-dd,,,
MN122157,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201600101,10932,partial,Netherlands: BeekEnDonk,Netherlands,Turdus merula,brain,2016-09-22,TRUE,,yyyy-mm-dd,,,
MN122158,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201600104,10932,partial,Netherlands: Heino,Netherlands,Turdus merula,brain,2016-09-22,TRUE,,yyyy-mm-dd,,,
MN122159,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201600107,10932,partial,Netherlands: Wernhout,Netherlands,Turdus merula,brain,2016-09-22,TRUE,,yyyy-mm-dd,,,
MN122160,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201600110,10932,partial,Netherlands: Reek,Netherlands,Turdus merula,brain,2016-09-22,TRUE,,yyyy-mm-dd,,,
MN122161,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201600115,10932,partial,Netherlands: Houten,Netherlands,Turdus merula,brain,2016-09-22,TRUE,,yyyy-mm-dd,,,
MN122162,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201600118,10932,partial,Netherlands: DeBilt,Netherlands,Turdus merula,brain,2016-09-22,TRUE,,yyyy-mm-dd,,,
MN122163,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201600121,10932,partial,Netherlands: Haarzuilens,Netherlands,Turdus merula,brain,2016-09-22,TRUE,,yyyy-mm-dd,,,
MN122164,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201600124,10932,partial,Netherlands: Westervoort,Netherlands,Turdus merula,brain,2016-09-23,TRUE,,yyyy-mm-dd,,,
MN122165,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201600127,10932,partial,Netherlands: Devexer,Netherlands,Turdus merula,brain,2016-09-23,TRUE,,yyyy-mm-dd,,,
MN122166,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201600133,10932,partial,Netherlands: Overdinkel,Netherlands,Turdus merula,brain,2016-09-23,TRUE,,yyyy-mm-dd,,,
MN122167,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201600136,10932,partial,Netherlands: Arnhem,Netherlands,Turdus merula,brain,2016-09-23,TRUE,,yyyy-mm-dd,,,
MN122168,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201600148,10932,partial,Netherlands: Nieuwegein,Netherlands,Turdus merula,brain,2016-09-23,TRUE,,yyyy-mm-dd,,,
MN122169,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201600173,10932,partial,Netherlands: Doetichem,Netherlands,Turdus merula,brain,2016-10-07,TRUE,,yyyy-mm-dd,,,
MN122170,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201600197,10932,partial,Netherlands: Reimerswaal,Netherlands,Turdus merula,brain,2016-10-11,TRUE,,yyyy-mm-dd,,,
MN122171,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201600203,10932,partial,Netherlands: Lelystad,Netherlands,Turdus merula,brain,2016-10-05,TRUE,,yyyy-mm-dd,,,
MN122172,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201600221,10932,partial,Netherlands: Haarzuilens,Netherlands,Turdus merula,brain,2016-09-22,TRUE,,yyyy-mm-dd,,,
MN122173,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201600227,10932,partial,Netherlands: Hilversum,Netherlands,Turdus merula,brain,2016-09-30,TRUE,,yyyy-mm-dd,,,
MN122174,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201600241,10932,partial,Netherlands: MiddenDrexhe,Netherlands,Turdus merula,brain,2016-09-27,TRUE,,yyyy-mm-dd,,,
MN122175,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201600244,10932,partial,Netherlands: Zutphen,Netherlands,Turdus merula,brain,2016-09-27,TRUE,,yyyy-mm-dd,,,
MN122176,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201600247,10932,partial,Netherlands: Terneuzen,Netherlands,Turdus merula,brain,2016-09-30,TRUE,,yyyy-mm-dd,,,
MN122177,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201600253,10932,partial,Netherlands: Landgraaf,Netherlands,Turdus merula,brain,2016-09-27,TRUE,,yyyy-mm-dd,,,
MN122178,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201600265,10932,partial,Netherlands: Enschede,Netherlands,Turdus merula,brain,2016-09-30,TRUE,,yyyy-mm-dd,,,
MN122179,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201600268,10932,partial,Netherlands: Nederlek,Netherlands,Turdus merula,brain,2016-09-30,TRUE,,yyyy-mm-dd,,,
MN122180,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201600274,10932,partial,Netherlands: streekDeLiemers,Netherlands,Turdus merula,brain,2016-09-27,TRUE,,yyyy-mm-dd,,,
MN122181,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201600277,10932,partial,Netherlands: DeRondeVenen,Netherlands,Turdus merula,brain,2016-09-27,TRUE,,yyyy-mm-dd,,,
MN122182,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201600280,10932,partial,Netherlands: Ingen,Netherlands,Turdus merula,brain,2016-09-26,TRUE,,yyyy-mm-dd,,,
MN122183,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201600281,10932,partial,Netherlands: Langbroek,Netherlands,Turdus merula,brain,2016-09-25,TRUE,,yyyy-mm-dd,,,
MN122184,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201600283,10932,partial,Netherlands: Oss,Netherlands,Turdus merula,brain,2016-09-27,TRUE,,yyyy-mm-dd,,,
MN122185,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201600284,10932,partial,Netherlands: Oss,Netherlands,Turdus merula,brain,2016-10-03,TRUE,,yyyy-mm-dd,,,
MN122186,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201600286,10932,partial,Netherlands: Oss,Netherlands,Turdus merula,brain,2016-09-28,TRUE,,yyyy-mm-dd,,,
MN122187,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201600287,10932,partial,Netherlands: Schaik,Netherlands,Turdus merula,brain,2016-09-27,TRUE,,yyyy-mm-dd,,,
MN122188,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201700024,10932,partial,Netherlands: Westvoort,Netherlands,Turdus merula,brain,2017-04-11,TRUE,,yyyy-mm-dd,,,
MN122189,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201700077,10932,partial,Netherlands: Best,Netherlands,Turdus merula,brain,2017-07-03,TRUE,,yyyy-mm-dd,,,
MN122190,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201700080,10932,partial,Netherlands: Bilthoven,Netherlands,Turdus merula,brain,2017-07-05,TRUE,,yyyy-mm-dd,,,
MN122191,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201700084,10932,partial,Netherlands: Bunnik,Netherlands,Turdus merula,brain,2017-07-05,TRUE,,yyyy-mm-dd,,,
MN122192,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201700086,10932,partial,Netherlands: Best,Netherlands,Turdus merula,brain,2017-07-11,TRUE,,yyyy-mm-dd,,,
MN122193,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201700087,10932,partial,Netherlands: Zutphen,Netherlands,Turdus merula,,2017-07-11,TRUE,,yyyy-mm-dd,,,
MN122194,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201700090,10932,partial,Netherlands: Doetinchem,Netherlands,Turdus merula,brain,2017-07-13,TRUE,,yyyy-mm-dd,,,
MN122195,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201700096,10932,partial,Netherlands: Rosmalen,Netherlands,Turdus merula,brain,2017-07-14,TRUE,,yyyy-mm-dd,,,
MN122196,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201700103,10932,partial,Netherlands: Gelmonde,Netherlands,Turdus merula,brain,2017-07-19,TRUE,,yyyy-mm-dd,,,
MN122197,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201700106,10932,partial,Netherlands: Soest,Netherlands,Turdus merula,brain,2017-07-25,TRUE,,yyyy-mm-dd,,,
MN122198,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201700109,10932,partial,Netherlands: Bennekom,Netherlands,Turdus merula,brain,2017-07-25,TRUE,,yyyy-mm-dd,,,
MN122199,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201700112,10932,partial,Netherlands: Enschede,Netherlands,Turdus merula,brain,2017-07-27,TRUE,,yyyy-mm-dd,,,
MN122200,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201700118,10932,partial,Netherlands: Huizen,Netherlands,Turdus merula,brain,2017-08-03,TRUE,,yyyy-mm-dd,,,
MN122201,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201700121,10932,partial,Netherlands: Koekange,Netherlands,Turdus merula,brain,2017-08-01,TRUE,,yyyy-mm-dd,,,
MN122202,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201700124,10932,partial,Netherlands: Enschede,Netherlands,Turdus merula,brain,2017-08-01,TRUE,,yyyy-mm-dd,,,
MN122203,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201700127,10932,partial,Netherlands: Grenspad,Netherlands,Turdus merula,brain,2017-07-30,TRUE,,yyyy-mm-dd,,,
MN122204,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201700130,10932,partial,Netherlands: Lelystad,Netherlands,Turdus merula,brain,2017-08-16,TRUE,,yyyy-mm-dd,,,
MN122205,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201700152,10932,partial,Netherlands: Ijsselstein,Netherlands,Turdus merula,brain,2017-07-19,TRUE,,yyyy-mm-dd,,,
MN122206,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201700155,10932,partial,Netherlands: Almere,Netherlands,Turdus merula,brain,2017-08-10,TRUE,,yyyy-mm-dd,,,
MN122207,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201700167,10932,partial,Netherlands: Almere,Netherlands,Turdus merula,brain,2017-09-01,TRUE,,yyyy-mm-dd,,,
MN122208,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201700170,10932,partial,Netherlands: Almere,Netherlands,Turdus merula,brain,2017-08-25,TRUE,,yyyy-mm-dd,,,
MN122209,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201700174,10932,partial,Netherlands: Utrecht,Netherlands,Turdus merula,brain,2017-08-29,TRUE,,yyyy-mm-dd,,,
MN122210,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201700177,10932,partial,Netherlands: Epe,Netherlands,Turdus merula,brain,2017-09-15,TRUE,,yyyy-mm-dd,,,
MN122211,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201700186,10932,partial,Netherlands: Zoeterwoude,Netherlands,Turdus merula,brain,2017-09-13,TRUE,,yyyy-mm-dd,,,
MN122212,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201700189,10932,partial,Netherlands: Eext,Netherlands,Turdus merula,brain,2017-09-14,TRUE,,yyyy-mm-dd,,,
MN122213,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201700248,10902,partial,Netherlands: HardinxveldGiessendam,Netherlands,Turdus merula,brain,2017-09-20,TRUE,,yyyy-mm-dd,,,
MN122214,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201700254,10932,partial,Netherlands: Hilversum,Netherlands,Turdus merula,brain,2017-09-22,TRUE,,yyyy-mm-dd,,,
MN122215,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201800038,10932,partial,Netherlands: Eastermar,Netherlands,Turdus merula,brain,2017-09-11,TRUE,,yyyy-mm-dd,,,
MN122216,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201800081,10932,partial,Netherlands: Naarden,Netherlands,Turdus merula,brain,2018-07-27,TRUE,,yyyy-mm-dd,,,
MN122217,"Oude Munnink,B.B., Munger,E., Nieuwenhuijse,D.F., Kohl,R., van der Linden,A., Schapendonk,C.M.E., van der Jeugd,H., Kik,M., Rijks,J.M., Reusken,C.B.E.M., Koopmans,M., Rijks,J.","Erasmus Medical Centre, Virus Genomics",2020-02-29,AS201800082,10932,partial,Netherlands: Naarden,Netherlands,Turdus merula,brain,2018-07-27,TRUE,,yyyy-mm-dd,,,
