tipnames,sequence_accession,sequence_isolate,nuts0_name,nuts0_id,nuts1_name,nuts1_id,nuts2_name,nuts2_id,nuts3_name,nuts3_id,date_ymd,date_dec,date_ym,date_y,host_class,host_order,host_family,host_sciname,host_commonname,organization,collection_location,tissue_specimen_source,biosample,bioproject,date_format,geocode_coords,location_precision,sequence_start,sequence_end,sequence_length,generegion_NS5_8968_9264,generegion_NS5_9100_9600,generegion_NS5_10042_10312,generegion_env_1003_1491,generegion_nflg,lineage,sublineage,drop_fli
ON032482|ITA2021_304421|larus_michahellis|IT|2021-09-08,ON032482,ITA2021 304421,Italia,IT,Nord-Est,ITH,Emilia-Romagna,ITH5,Rimini,ITH59,2021-09-08,2021.68493150685,2021-09,2021,Aves,charadriiformes,laridae,larus michahellis,yellow-legged gull,"Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Virology Unit",rimini,NA,NA,NA,yyyy-mm-dd,"c(12.5713325, 44.0565776)",nuts3,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
ON032483|ITA2021_301597|turdus_merula|IT|2021-08-19,ON032483,ITA2021 301597,Italia,IT,Nord-Est,ITH,Emilia-Romagna,ITH5,Bologna,ITH55,2021-08-19,2021.6301369863,2021-08,2021,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Virology Unit",bologna,NA,NA,NA,yyyy-mm-dd,"c(11.3426163, 44.494887)",nuts3,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
ON032484|ITA2021_305812|columba_palumbus|IT|2021-09-10,ON032484,ITA2021 305812,Italia,IT,Nord-Est,ITH,Emilia-Romagna,ITH5,Ferrara,ITH56,2021-09-10,2021.6904109589,2021-09,2021,Aves,columbiformes,columbidae,columba palumbus,common wood-pigeon,"Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Virology Unit",ferrara,NA,NA,NA,yyyy-mm-dd,"c(11.6175537, 44.83925)",nuts3,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MW164634|11pool1743|culex_pipiens|IT|2011-08-09,MW164634,11pool1743,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Padova,ITH36,2011-08-09,2011.60273972603,2011-08,2011,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",padova,NA,NA,NA,yyyy-mm-dd,"c(11.8782071, 45.4105029)",nuts3,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MW164635|11pool1805|culex_pipiens|IT|2011-08-09,MW164635,11pool1805,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Padova,ITH36,2011-08-09,2011.60273972603,2011-08,2011,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",padova,NA,NA,NA,yyyy-mm-dd,"c(11.8782071, 45.4105029)",nuts3,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MW164636|11pool1941|culex_pipiens|IT|2011-08-16,MW164636,11pool1941,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Rovigo,ITH37,2011-08-16,2011.62191780822,2011-08,2011,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",rovigo,NA,NA,NA,yyyy-mm-dd,"c(11.7850885, 45.0748447)",nuts3,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MW164637|11pool1989|culex_pipiens|IT|2011-08-23,MW164637,11pool1989,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Venezia,ITH35,2011-08-23,2011.64109589041,2011-08,2011,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",venezia,NA,NA,NA,yyyy-mm-dd,"c(12.3159547, 45.440379)",nuts3,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MW164638|11pool2109|culex_pipiens|IT|2011-08-24,MW164638,11pool2109,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Vicenza,ITH32,2011-08-24,2011.64383561644,2011-08,2011,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",vicenza,NA,NA,NA,yyyy-mm-dd,"c(11.5413779, 45.5461815)",nuts3,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MW164639|11pool2135|culex_pipiens|IT|2011-08-30,MW164639,11pool2135,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Verona,ITH31,2011-08-30,2011.6602739726,2011-08,2011,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",verona,NA,NA,NA,yyyy-mm-dd,"c(10.9917136, 45.4383659)",nuts3,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MW164640|11pool2444|culex_pipiens|IT|2011-09-21,MW164640,11pool2444,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Verona,ITH31,2011-09-21,2011.72054794521,2011-09,2011,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",verona,NA,NA,NA,yyyy-mm-dd,"c(10.9917136, 45.4383659)",nuts3,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MW164641|12pool1898|culex_pipiens|IT|2012-07-24,MW164641,12pool1898,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Rovigo,ITH37,2012-07-24,2012.56010928962,2012-07,2012,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",rovigo,NA,NA,NA,yyyy-mm-dd,"c(11.7850885, 45.0748447)",nuts3,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MW164642|12pool1948|culex_pipiens|IT|2012-07-24,MW164642,12pool1948,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Verona,ITH31,2012-07-24,2012.56010928962,2012-07,2012,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",verona,NA,NA,NA,yyyy-mm-dd,"c(10.9917136, 45.4383659)",nuts3,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MW164643|12pool2046|culex_pipiens|IT|2012-07-24,MW164643,12pool2046,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Venezia,ITH35,2012-07-24,2012.56010928962,2012-07,2012,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",venezia,NA,NA,NA,yyyy-mm-dd,"c(12.3159547, 45.440379)",nuts3,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MW164644|12pool2194|culex_pipiens|IT|2012-08-09,MW164644,12pool2194,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Treviso,ITH34,2012-08-09,2012.60382513661,2012-08,2012,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",treviso,NA,NA,NA,yyyy-mm-dd,"c(12.2430608, 45.6669338)",nuts3,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MW164645|12pool2214|culex_pipiens|IT|2012-08-07,MW164645,12pool2214,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Venezia,ITH35,2012-08-07,2012.59836065574,2012-08,2012,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",venezia,NA,NA,NA,yyyy-mm-dd,"c(12.3159547, 45.440379)",nuts3,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MW164646|12pool2249|culex_pipiens|IT|2012-08-07,MW164646,12pool2249,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Vicenza,ITH32,2012-08-07,2012.59836065574,2012-08,2012,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",vicenza,NA,NA,NA,yyyy-mm-dd,"c(11.5413779, 45.5461815)",nuts3,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MW164647|12pool2262|culex_pipiens|IT|2012-08-07,MW164647,12pool2262,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Vicenza,ITH32,2012-08-07,2012.59836065574,2012-08,2012,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",vicenza,NA,NA,NA,yyyy-mm-dd,"c(11.5413779, 45.5461815)",nuts3,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MW164648|12pool2316|culex_pipiens|IT|2012-08-22,MW164648,12pool2316,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Vicenza,ITH32,2012-08-22,2012.6393442623,2012-08,2012,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",vicenza,NA,NA,NA,yyyy-mm-dd,"c(11.5413779, 45.5461815)",nuts3,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MW164649|12pool2412|culex_pipiens|IT|2012-08-22,MW164649,12pool2412,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Rovigo,ITH37,2012-08-22,2012.6393442623,2012-08,2012,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",rovigo,NA,NA,NA,yyyy-mm-dd,"c(11.7850885, 45.0748447)",nuts3,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MW164650|12pool2586|culex_pipiens|IT|2012-08-23,MW164650,12pool2586,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Treviso,ITH34,2012-08-23,2012.64207650273,2012-08,2012,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",treviso,NA,NA,NA,yyyy-mm-dd,"c(12.2430608, 45.6669338)",nuts3,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MW164651|12pool2626|culex_pipiens|IT|2012-09-05,MW164651,12pool2626,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Vicenza,ITH32,2012-09-05,2012.67759562842,2012-09,2012,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",vicenza,NA,NA,NA,yyyy-mm-dd,"c(11.5413779, 45.5461815)",nuts3,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MW164652|12pool2628|culex_pipiens|IT|2012-09-05,MW164652,12pool2628,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Vicenza,ITH32,2012-09-05,2012.67759562842,2012-09,2012,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",vicenza,NA,NA,NA,yyyy-mm-dd,"c(11.5413779, 45.5461815)",nuts3,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MW164653|12pool2653|culex_pipiens|IT|2012-09-05,MW164653,12pool2653,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Rovigo,ITH37,2012-09-05,2012.67759562842,2012-09,2012,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",rovigo,NA,NA,NA,yyyy-mm-dd,"c(11.7850885, 45.0748447)",nuts3,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MW164654|12VIR6777-9|turdus_pilaris|IT|2012-09-05,MW164654,12VIR6777-9,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Padova,ITH36,2012-09-05,2012.67759562842,2012-09,2012,Aves,passeriformes,turdidae,turdus pilaris,fieldfare,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",padova,NA,NA,NA,yyyy-mm-dd,"c(11.8782071, 45.4105029)",nuts3,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MW164655|12VIR6787-10|alauda_arvensis|IT|2012-09-03,MW164655,12VIR6787-10,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Treviso,ITH34,2012-09-03,2012.67213114754,2012-09,2012,Aves,passeriformes,alaudidae,alauda arvensis,eurasian skylark,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",treviso,NA,NA,NA,yyyy-mm-dd,"c(12.2430608, 45.6669338)",nuts3,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MW164656|12VIR6787-11|alauda_arvensis|IT|2012-09-03,MW164656,12VIR6787-11,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Treviso,ITH34,2012-09-03,2012.67213114754,2012-09,2012,Aves,passeriformes,alaudidae,alauda arvensis,eurasian skylark,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",treviso,NA,NA,NA,yyyy-mm-dd,"c(12.2430608, 45.6669338)",nuts3,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MW164657|12VIR6787-9|alauda_arvensis|IT|2012-09-03,MW164657,12VIR6787-9,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Treviso,ITH34,2012-09-03,2012.67213114754,2012-09,2012,Aves,passeriformes,alaudidae,alauda arvensis,eurasian skylark,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",treviso,NA,NA,NA,yyyy-mm-dd,"c(12.2430608, 45.6669338)",nuts3,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MW164658|13pool5009|culex_pipiens|IT|2013-07-31,MW164658,13pool5009,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Verona,ITH31,2013-07-31,2013.57808219178,2013-07,2013,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",verona,NA,NA,NA,yyyy-mm-dd,"c(10.9917136, 45.4383659)",nuts3,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MW164659|13pool5600|culex_pipiens|IT|2013-08-07,MW164659,13pool5600,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Treviso,ITH34,2013-08-07,2013.59726027397,2013-08,2013,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",treviso,NA,NA,NA,yyyy-mm-dd,"c(12.2430608, 45.6669338)",nuts3,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MW164660|13pool5678|culex_pipiens|IT|2013-08-08,MW164660,13pool5678,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Rovigo,ITH37,2013-08-08,2013.6,2013-08,2013,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",rovigo,NA,NA,NA,yyyy-mm-dd,"c(11.7850885, 45.0748447)",nuts3,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MW164661|13pool5687|culex_pipiens|IT|2013-08-08,MW164661,13pool5687,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Rovigo,ITH37,2013-08-08,2013.6,2013-08,2013,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",rovigo,NA,NA,NA,yyyy-mm-dd,"c(11.7850885, 45.0748447)",nuts3,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MW164662|13pool5744|culex_pipiens|IT|2013-08-13,MW164662,13pool5744,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Venezia,ITH35,2013-08-13,2013.61369863014,2013-08,2013,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",venezia,NA,NA,NA,yyyy-mm-dd,"c(12.3159547, 45.440379)",nuts3,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MW164663|13pool5778|culex_pipiens|IT|2013-08-13,MW164663,13pool5778,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Verona,ITH31,2013-08-13,2013.61369863014,2013-08,2013,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",verona,NA,NA,NA,yyyy-mm-dd,"c(10.9917136, 45.4383659)",nuts3,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MW164664|13pool5827|culex_pipiens|IT|2013-08-13,MW164664,13pool5827,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Rovigo,ITH37,2013-08-13,2013.61369863014,2013-08,2013,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",rovigo,NA,NA,NA,yyyy-mm-dd,"c(11.7850885, 45.0748447)",nuts3,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MW164665|13pool5873|culex_pipiens|IT|2013-08-13,MW164665,13pool5873,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Venezia,ITH35,2013-08-13,2013.61369863014,2013-08,2013,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",venezia,NA,NA,NA,yyyy-mm-dd,"c(12.3159547, 45.440379)",nuts3,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MW164666|13pool5999|culex_pipiens|IT|2013-08-21,MW164666,13pool5999,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Treviso,ITH34,2013-08-21,2013.63561643836,2013-08,2013,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",treviso,NA,NA,NA,yyyy-mm-dd,"c(12.2430608, 45.6669338)",nuts3,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MW164667|13pool6009|culex_pipiens|IT|2013-08-21,MW164667,13pool6009,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Rovigo,ITH37,2013-08-21,2013.63561643836,2013-08,2013,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",rovigo,NA,NA,NA,yyyy-mm-dd,"c(11.7850885, 45.0748447)",nuts3,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MW164668|13pool6465|culex_pipiens|IT|2013-09-05,MW164668,13pool6465,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Vicenza,ITH32,2013-09-05,2013.67671232877,2013-09,2013,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",vicenza,NA,NA,NA,yyyy-mm-dd,"c(11.5413779, 45.5461815)",nuts3,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MW164669|13pool6471|culex_pipiens|IT|2013-09-05,MW164669,13pool6471,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Vicenza,ITH32,2013-09-05,2013.67671232877,2013-09,2013,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",vicenza,NA,NA,NA,yyyy-mm-dd,"c(11.5413779, 45.5461815)",nuts3,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MW164670|13pool6472|culex_pipiens|IT|2013-09-05,MW164670,13pool6472,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Vicenza,ITH32,2013-09-05,2013.67671232877,2013-09,2013,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",vicenza,NA,NA,NA,yyyy-mm-dd,"c(11.5413779, 45.5461815)",nuts3,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MW164671|14pool1366|culex_pipiens|IT|2014-08-20,MW164671,14pool1366,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Verona,ITH31,2014-08-20,2014.63287671233,2014-08,2014,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",verona,NA,NA,NA,yyyy-mm-dd,"c(10.9917136, 45.4383659)",nuts3,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MW164672|14pool1388|culex_pipiens|IT|2014-08-22,MW164672,14pool1388,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Vicenza,ITH32,2014-08-22,2014.63835616438,2014-08,2014,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",vicenza,NA,NA,NA,yyyy-mm-dd,"c(11.5413779, 45.5461815)",nuts3,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MW164673|14pool1394|culex_pipiens|IT|2014-08-26,MW164673,14pool1394,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Venezia,ITH35,2014-08-26,2014.64931506849,2014-08,2014,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",venezia,NA,NA,NA,yyyy-mm-dd,"c(12.3159547, 45.440379)",nuts3,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MW164674|14pool1419|culex_pipiens|IT|2014-08-26,MW164674,14pool1419,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Treviso,ITH34,2014-08-26,2014.64931506849,2014-08,2014,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",treviso,NA,NA,NA,yyyy-mm-dd,"c(12.2430608, 45.6669338)",nuts3,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MW164675|14pool1423|culex_pipiens|IT|2014-08-26,MW164675,14pool1423,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Venezia,ITH35,2014-08-26,2014.64931506849,2014-08,2014,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",venezia,NA,NA,NA,yyyy-mm-dd,"c(12.3159547, 45.440379)",nuts3,2863,10313,7450,1,1,1,0,1,NA,NA,FALSE
MW164676|14pool1478|culex_pipiens|IT|2014-09-02,MW164676,14pool1478,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Rovigo,ITH37,2014-09-02,2014.66849315068,2014-09,2014,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",rovigo,NA,NA,NA,yyyy-mm-dd,"c(11.7850885, 45.0748447)",nuts3,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MW164677|14pool1489|culex_pipiens|IT|2014-09-02,MW164677,14pool1489,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Verona,ITH31,2014-09-02,2014.66849315068,2014-09,2014,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",verona,NA,NA,NA,yyyy-mm-dd,"c(10.9917136, 45.4383659)",nuts3,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MW164678|14pool1494|culex_pipiens|IT|2014-09-02,MW164678,14pool1494,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Verona,ITH31,2014-09-02,2014.66849315068,2014-09,2014,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",verona,NA,NA,NA,yyyy-mm-dd,"c(10.9917136, 45.4383659)",nuts3,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MW164679|14pool1511|culex_pipiens|IT|2014-09-03,MW164679,14pool1511,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Vicenza,ITH32,2014-09-03,2014.67123287671,2014-09,2014,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",vicenza,NA,NA,NA,yyyy-mm-dd,"c(11.5413779, 45.5461815)",nuts3,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MW164680|14pool1698|culex_pipiens|IT|2014-09-23,MW164680,14pool1698,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Venezia,ITH35,2014-09-23,2014.72602739726,2014-09,2014,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",venezia,NA,NA,NA,yyyy-mm-dd,"c(12.3159547, 45.440379)",nuts3,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MW164681|14pool1703|culex_pipiens|IT|2014-09-23,MW164681,14pool1703,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Venezia,ITH35,2014-09-23,2014.72602739726,2014-09,2014,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",venezia,NA,NA,NA,yyyy-mm-dd,"c(12.3159547, 45.440379)",nuts3,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MW164682|14pool857|culex_pipiens|IT|2014-07-22,MW164682,14pool857,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Rovigo,ITH37,2014-07-22,2014.55342465753,2014-07,2014,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",rovigo,NA,NA,NA,yyyy-mm-dd,"c(11.7850885, 45.0748447)",nuts3,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MW164683|14pool895|culex_pipiens|IT|2014-07-22,MW164683,14pool895,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Verona,ITH31,2014-07-22,2014.55342465753,2014-07,2014,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",verona,NA,NA,NA,yyyy-mm-dd,"c(10.9917136, 45.4383659)",nuts3,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MW164684|14VIR5467-8|NA|IT|2014-09-02,MW164684,14VIR5467-8,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Treviso,ITH34,2014-09-02,2014.66849315068,2014-09,2014,Aves,NA,NA,NA,aves,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",treviso,NA,NA,NA,yyyy-mm-dd,"c(12.2430608, 45.6669338)",nuts3,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MW164685|15pool1187|culex_pipiens|IT|2015-07-22,MW164685,15pool1187,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Verona,ITH31,2015-07-22,2015.55342465753,2015-07,2015,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",verona,NA,NA,NA,yyyy-mm-dd,"c(10.9917136, 45.4383659)",nuts3,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
